C12=C(O)C(C/C=C(/C)\C)=C(O)C(C/C=C(\C)/C)=C1OC(C1=CC=C(O)C=C1)=C(O)C2=O,Polyketides,7
[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCCCCC)=O)(=O)O,Glycerophospholipids,2
[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O)(=O)O,Glycerophospholipids,2
C(CC/C=C\C/C=C\C[C@H](O)/C=C/[C@@]1([H])O[C@@]([H])([C@H](O)C/C=C\CC)C[C@@H]1O)(=O)O,Fatty Acyls,0
C(CCC/C=C\C[C@H](O)/C=C\[C@@H](O)[C@]1([H])O[C@]([H])(CCCCC)[C@@H](O)C1)(=O)O,Fatty Acyls,0
[C@]12(C)[C@](O)(CC[C@]1(C(=O)C)O)[C@@]1(O)[C@@](C[C@H]2OC(=O)/C=C(/C(C)C)\C)([H])[C@]2(C)C(=CC1)C[C@H](CC2)O,Sterol Lipids,4
C1C(C2=CC(=O)C3C(O)=C(O[C@H]4[C@H](O)[C@@H](O)[C@H](O[C@H]5[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O5)CO4)C(OC)=CC=3O2)=CC=C(O)C=1,Polyketides,7
C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCCCCCCCCCCCC)(=O)O,Glycerophospholipids,2
C1C=CC=CC=1C1=C(O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)C(=O)C2C(O)=CC(O)=C(S(O)(=O)=O)C=2O1,Polyketides,7
C(OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)[C@]([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCC)=O,Glycerolipids,1
C(O)(=O)[C@@]([H])(N)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCCCCCC)(=O)O,Glycerophospholipids,2
C1(O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O2)=CC2OC(C3C=C(O)C(O)=CC=3)=C(O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]4[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O4)O3)C(=O)C=2C(O)=C1,Polyketides,7
C1(OC)=C(OC)C2OC(C3C=CC(O)=CC=3)=CC(=O)C=2C(O)=C1O,Polyketides,7
C(O)(C=C)C#CC#CCC(O)C(O)CCCCCCC,Fatty Acyls,0
[C@](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O[C@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5NC(=O)C)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5NC(=O)C)[C@H]4O)[C@H](O)[C@H]3NC(=O)C)[C@H]2O)[C@H](O)[C@H]1O)([H])(NC(CCCCCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC,Sphingolipids,3
